topic	study
CD015705	38356222
CD015705	38356267
CD015705	38356959
CD015705	38357129
CD015705	38357298
CD015705	38357993
CD015705	38358430
CD015705	38358590
CD015705	38358786
CD015705	38358859
CD015705	38359390
CD015705	38359756
CD015705	38359847
CD015705	38359852
CD015705	38360505
CD015705	38360716
CD015705	38361007
CD015705	38361177
CD015705	38361398
CD015705	38362262
CD015705	38363318
CD015705	38363516
CD015705	38363589
CD015705	38363698
CD015705	38363792
CD015705	38363968
CD015705	38364068
CD015705	38364356
CD015705	38364792
CD015705	38365115
CD015705	38365698
CD015705	38365749
CD015705	38365820
CD015705	38365857
CD015705	38366854
CD015705	38367133
CD015705	38367966
CD015705	38368190
CD015705	38368196
CD015705	38368332
CD015705	38368504
CD015705	38368572
CD015705	38368613
CD015705	38368623
CD015705	38368784
CD015705	38369228
CD015705	38369906
CD015705	38370642
CD015705	38370719
CD015705	38370994
CD015705	38371080
CD015705	38371485
CD015705	38372162
CD015705	38372189
CD015705	38372454
CD015705	38372873
CD015705	38372999
CD015705	38373148
CD015705	38373857
CD015705	38374683
CD015705	38374733
CD015705	38374838
CD015705	38375150
CD015705	38375337
CD015705	38375381
CD015705	38375490
CD015705	38375630
CD015705	38375962
CD015705	38376004
CD015705	38376147
CD015705	38376244
CD015705	38376391
CD015705	38376409
CD015705	38376931
CD015705	38378044
CD015705	38378165
CD015705	38379393
CD015705	38379753
CD015705	38380291
CD015705	38380530
CD015705	38381449
CD015705	38381477
CD015705	38381495
CD015705	38381502
CD015705	38382168
CD015705	38382633
CD015705	38382897
CD015705	38383303
CD015705	38383376
CD015705	38383402
CD015705	38383420
CD015705	38383806
CD015705	38384363
CD015705	38384500
CD015705	38384974
CD015705	38385548
CD015705	38386513
CD015705	38387992
CD015705	38388174
CD015705	38388399
CD015705	38389201
CD015705	38389399
CD015705	38389426
CD015705	38389828
CD015705	38389868
CD015705	38390244
CD015705	38390288
CD015705	38390386
CD015705	38390489
CD015705	38391818
CD015705	38391857
CD015705	38392927
CD015705	38393611
CD015705	38393771
CD015705	38394136
CD015705	38394176
CD015705	38395301
CD015705	38395539
CD015705	38395875
CD015705	38397654
CD015705	38400498
CD015705	38400926
CD015705	38401785
CD015705	38401838
CD015705	38402178
CD015705	38402308
CD015705	38402509
CD015705	38402746
CD015705	38403818
CD015705	38404026
CD015705	38404142
CD015705	38404459
CD015705	38404512
CD015705	38404651
CD015705	38405320
CD015705	38406065
CD015705	38406464
CD015705	38408938
CD015705	38409575
CD015705	38409613
CD015705	38410423
CD015705	38411514
CD015705	38411668
CD015705	38411902
CD015705	38412006
CD015705	38412047
CD015705	38412073
CD015705	38412170
CD015705	38412570
CD015705	38413151
CD015705	38413448
CD015705	38413831
CD015705	38414074
CD015705	38414288
CD015705	38414839
CD015705	38414892
CD015705	38414983
CD015705	38416917
CD015705	38418092
CD015705	38418317
CD015705	38419807
CD015705	38419808
CD015705	38420952
CD015705	38421700
CD015705	38421736
CD015705	38422058
CD015705	38422101
CD015705	38422403
CD015705	38422499
CD015705	38422607
CD015705	38423549
CD015705	38423587
CD015705	38423739
CD015705	38423816
CD015705	38423862
CD015705	38424753
CD015705	38424972
CD015705	38424978
CD015705	38425038
CD015705	38425460
CD015705	38425559
CD015705	38425687
CD015705	38427407
CD015705	38427418
CD015705	38429173
CD015705	38429562
CD015705	38429563
CD015705	38430075
CD015705	38430471
CD015705	38430674
CD015705	38430750
CD015705	38431134
CD015705	38431151
CD015705	38431544
CD015705	38431553
CD015705	38431588
CD015705	38431959
CD015705	38432200
CD015705	38432685
CD015705	38433776
CD015705	38434249
CD015705	38434477
CD015705	38434952
CD015705	38435295
CD015705	38435329
CD015705	38435345
CD015705	38435414
CD015705	38435939
CD015705	38437007
CD015705	38437013
CD015705	38437500
CD015705	38437648
CD015705	38438311
CD015705	38438923
CD015705	38439813
CD015705	38440198
CD015705	38440241
CD015705	38440777
CD015705	38440907
CD015705	38441514
CD015705	38441946
CD015705	38441955
CD015705	38443077
CD015705	38443320
CD015705	38443613
CD015705	38443745
CD015705	38443898
CD015705	38443902
CD015705	38443955
CD015705	38444207
CD015705	38445107
CD015705	38445250
CD015705	38445634
CD015705	38445941
CD015705	38446526
CD015705	38446542
CD015705	38446782
CD015705	38446816
CD015705	38446995
CD015705	38447214
CD015705	38447624
CD015705	38447941
CD015705	38448072
CD015705	38448080
CD015705	38448892
CD015705	38448916
CD015705	38448923
CD015705	38449996
CD015705	38450048
CD015705	38450127
CD015705	38450130
CD015705	38450759
CD015705	38452022
CD015705	38452289
CD015705	38452499
CD015705	38452601
CD015705	38452685
CD015705	38452829
CD015705	38453199
CD015705	38453202
CD015705	38454203
CD015705	38454371
CD015705	38454985
CD015705	38455892
CD015705	38456194
CD015705	38456561
CD015705	38456896
CD015705	38457201
CD015705	38457202
CD015705	38458233
CD015705	38458253
CD015705	38458819
CD015705	38458932
CD015705	38458944
CD015705	38459531
CD015705	38459534
CD015705	38459813
CD015705	38459851
CD015705	38460243
CD015705	38460709
CD015705	38461652
CD015705	38461697
CD015705	38461702
CD015705	38462060
CD015705	38464460
CD015705	38465015
CD015705	38465202
CD015705	38466062
CD015705	38466976
CD015705	38466983
CD015705	38466987
CD015705	38467099
CD015705	38467273
CD015705	38468471
CD015705	38468498
CD015705	38468578
CD015705	38469166
CD015705	38469992
CD015705	38470416
CD015705	38470704
CD015705	38471093
CD015705	38471311
CD015705	38471327
CD015705	38472006
CD015705	38475754
CD015705	38475758
CD015705	38475779
CD015705	38475843
CD015705	38476587
CD015705	38477053
CD015705	38477814
CD015705	38477965
CD015705	38478322
CD015705	38478909
CD015705	38479070
CD015705	38479190
CD015705	38479732
CD015705	38479736
CD015705	38479741
CD015705	38480590
CD015705	38480911
CD015705	38481166
CD015705	38481306
CD015705	38481576
CD015705	38482299
CD015705	38482306
CD015705	38482653
CD015705	38482659
CD015705	38482661
CD015705	38483522
CD015705	38484220
CD015705	38484723
CD015705	38484793
CD015705	38485802
CD015705	38486096
CD015705	38486219
CD015705	38486514
CD015705	38486542
CD015705	38486547
CD015705	38486593
CD015705	38486873
CD015705	38487673
CD015705	38487947
CD015705	38488173
CD015705	38488827
CD015705	38488838
CD015705	38488844
CD015705	38490661
CD015705	38493016
CD015705	38493288
CD015705	38493374
CD015705	38493394
CD015705	38493396
CD015705	38494998
CD015705	38495115
CD015705	38495319
CD015705	38495546
CD015705	38495862
CD015705	38496081
CD015705	38496093
CD015705	38497068
CD015705	38497286
CD015705	38497422
CD015705	38498019
CD015705	38498021
CD015705	38498039
CD015705	38498065
CD015705	38498357
CD015705	38498477
CD015705	38498671
CD015705	38500003
CD015705	38500166
CD015705	38500939
CD015705	38501329
CD015705	38501508
CD015705	38502157
CD015705	38502175
CD015705	38502435
CD015705	38502516
CD015705	38503423
CD015705	38503921
CD015705	38503988
CD015705	38504319
CD015705	38505575
CD015705	38506410
CD015705	38506546
CD015705	38506735
CD015705	38506805
CD015705	38506896
CD015705	38506920
CD015705	38507358
CD015705	38507904
CD015705	38508068
CD015705	38508621
CD015705	38508919
CD015705	38509500
CD015705	38509511
CD015705	38509564
CD015705	38509726
CD015705	38510270
CD015705	38510692
CD015705	38510870
CD015705	38510948
CD015705	38511415
CD015705	38511786
CD015705	38511977
CD015705	38512128
CD015705	38512281
CD015705	38512307
CD015705	38512343
CD015705	38512944
CD015705	38514412
CD015705	38514472
CD015705	38514608
CD015705	38515080
CD015705	38515083
CD015705	38515527
CD015705	38515613
CD015705	38516224
CD015705	38516265
CD015705	38516284
CD015705	38516466
CD015705	38517402
CD015705	38517985
CD015705	38518237
CD015705	38518678
CD015705	38519155
CD015705	38520197
CD015705	38520493
CD015705	38520802
CD015705	38521133
CD015705	38521385
CD015705	38521529
CD015705	38521890
CD015705	38522251
CD015705	38522755
CD015705	38522974
CD015705	38523041
CD015705	38523804
CD015705	38524029
CD015705	38525208
CD015705	38525362
CD015705	38525593
CD015705	38525604
CD015705	38525617
CD015705	38525816
CD015705	38526042
CD015705	38526539
CD015705	38527337
CD015705	38528031
CD015705	38528430
CD015705	38528966
CD015705	38528969
CD015705	38529042
CD015705	38530156
CD015705	38530309
CD015705	38530329
CD015705	38530337
CD015705	38530343
CD015705	38530349
CD015705	38530596
CD015705	38530598
CD015705	38531562
CD015705	38531628
CD015705	38532429
CD015705	38532968
CD015705	38533775
CD015705	38533825
CD015705	38535039
CD015705	38536206
CD015705	38536231
CD015705	38536232
CD015705	38536234
CD015705	38536622
CD015705	38536852
CD015705	38536885
CD015705	38539140
CD015705	38539157
CD015705	38539176
CD015705	38539218
CD015705	38539354
CD015705	38541272
CD015705	38542035
CD015705	38542691
CD015705	38543975
CD015705	38544491
CD015705	38544881
CD015705	38545382
CD015705	38546362
CD015705	38546711
CD015705	38546714
CD015705	38546726
CD015705	38546766
CD015705	38548179
CD015705	38548321
CD015705	38549052
CD015705	38549096
CD015705	38549319
CD015705	38550260
CD015705	38550263
CD015705	38551619
CD015705	38551632
CD015705	38551639
CD015705	38551647
CD015705	38551970
CD015705	38551980
CD015705	38552266
CD015705	38553703
CD015705	38553843
CD015705	38554075
CD015705	38554593
CD015705	38554806
CD015705	38556786
CD015705	38556833
CD015705	38556892
CD015705	38556919
CD015705	38557362
CD015705	38557683
CD015705	38557692
CD015705	38558013
CD015705	38558473
CD015705	38558591
CD015705	38558639
CD015705	38559051
CD015705	38559281
CD015705	38559395
CD015705	38559592
CD015705	38559772
CD015705	38560083
CD015705	38560154
CD015705	38560641
CD015705	38561445
CD015705	38561672
CD015705	38561710
CD015705	38562504
CD015705	38563072
CD015705	38563282
CD015705	38564179
CD015705	38564306
CD015705	38564880
CD015705	38565066
CD015705	38565074
CD015705	38565582
CD015705	38565826
CD015705	38566059
CD015705	38566080
CD015705	38566198
CD015705	38566365
CD015705	38566437
CD015705	38567030
CD015705	38567184
CD015705	38567301
CD015705	38567658
CD015705	38567704
CD015705	38568119
CD015705	38568904
CD015705	38569289
CD015705	38569575
CD015705	38569588
CD015705	38569711
CD015705	38570407
CD015705	38570781
CD015705	38571291
CD015705	38571388
CD015705	38571682
CD015705	38571876
CD015705	38572049
CD015705	38572144
CD015705	38572256
CD015705	38572394
CD015705	38572961
CD015705	38573623
CD015705	38573752
CD015705	38573753
CD015705	38573795
CD015705	38574311
CD015705	38574348
CD015705	38574360
CD015705	38574510
CD015705	38574756
CD015705	38574807
CD015705	38575049
CD015705	38575345
CD015705	38576122
CD015705	38576226
CD015705	38576342
CD015705	38576646
CD015705	38577118
CD015705	38577489
CD015705	38577744
CD015705	38577864
CD015705	38578535
CD015705	38578690
CD015705	38578948
CD015705	38579280
CD015705	38579782
CD015705	38580390
CD015705	38580579
CD015705	38580980
CD015705	38582372
CD015705	38582850
CD015705	38584270
CD015705	38584584
CD015705	38584853
CD015705	38584857
CD015705	38584958
CD015705	38585154
CD015705	38585601
CD015705	38586709
CD015705	38586720
CD015705	38586734
CD015705	38586780
CD015705	38587827
CD015705	38588389
CD015705	38588712
CD015705	38589213
CD015705	38589869
CD015705	38589922
CD015705	38589965
CD015705	38589979
CD015705	38590093
CD015705	38591078
CD015705	38591848
CD015705	38592072
CD015705	38592752
CD015705	38592753
CD015705	38592967
CD015705	38593240
CD015705	38594665
CD015705	38594731
CD015705	38595437
CD015705	38596320
CD015705	38596404
CD015705	38596445
CD015705	38598162
CD015705	38598267
CD015705	38598286
CD015705	38598574
CD015705	38598789
CD015705	38598886
CD015705	38598905
CD015705	38599130
CD015705	38599480
CD015705	38599485
CD015705	38599618
CD015705	38599619
CD015705	38599678
CD015705	38600009
CD015705	38600496
CD015705	38600689
CD015705	38601392
CD015705	38601402
CD015705	38601884
CD015705	38602309
CD015705	38602751
CD015705	38603111
CD015705	38603767
CD015705	38604567
CD015705	38604921
CD015705	38605073
CD015705	38605246
CD015705	38605379
CD015705	38605386
CD015705	38605663
CD015705	38605754
CD015705	38606361
CD015705	38607664
CD015705	38607672
CD015705	38607778
CD015705	38608353
CD015705	38608388
CD015705	38609878
CD015705	38613115
CD015705	38613237
CD015705	38613896
CD015705	38613927
CD015705	38614258
CD015705	38614673
CD015705	38615107
CD015705	38615510
CD015705	38617095
CD015705	38617128
CD015705	38618327
CD015705	38618476
CD015705	38618654
CD015705	38618820
CD015705	38618827
CD015705	38619212
CD015705	38619511
CD015705	38621007
CD015705	38621237
CD015705	38621376
CD015705	38621809
CD015705	38622089
CD015705	38622789
CD015705	38623130
CD015705	38623727
CD015705	38623837
CD015705	38623874
CD015705	38624315
CD015705	38624726
CD015705	38624929
CD015705	38625042
CD015705	38625729
CD015705	38625731
CD015705	38625736
CD015705	38626044
CD015705	38626290
CD015705	38626482
CD015705	38626502
CD015705	38626510
CD015705	38626571
CD015705	38626973
CD015705	38626981
CD015705	38627021
CD015705	38628054
CD015705	38628276
CD015705	38629366
CD015705	38629661
CD015705	38630259
CD015705	38630477
CD015705	38630514
CD015705	38630527
CD015705	38630536
CD015705	38631030
CD015705	38631461
CD015705	38631679
CD015705	38633017
CD015705	38633019
CD015705	38633442
CD015705	38633924
CD015705	38634374
CD015705	38634393
CD015705	38634753
CD015705	38635318
CD015705	38635351
CD015705	38635558
CD015705	38635794
CD015705	38637020
CD015705	38637268
CD015705	38637742
CD015705	38637746
CD015705	38637792
CD015705	38638130
CD015705	38638535
CD015705	38638863
CD015705	38638930
CD015705	38638941
CD015705	38639214
CD015705	38639896
CD015705	38639987
CD015705	38640143
CD015705	38640574
CD015705	38640593
CD015705	38640741
CD015705	38640824
CD015705	38641379
CD015705	38641545
CD015705	38641682
CD015705	38641771
CD015705	38641814
CD015705	38642335
CD015705	38642378
CD015705	38643003
CD015705	38643047
CD015705	38643063
CD015705	38643592
CD015705	38644643
CD015705	38646236
CD015705	38646271
CD015705	38646690
CD015705	38646927
CD015705	38647266
CD015705	38647319
CD015705	38647417
CD015705	38648092
CD015705	38648182
CD015705	38648397
CD015705	38648528
CD015705	38648666
CD015705	38648830
CD015705	38649197
CD015705	38649292
CD015705	38650527
CD015705	38651392
CD015705	38651524
CD015705	38651781
CD015705	38651924
CD015705	38652393
CD015705	38652508
CD015705	38652515
CD015705	38652525
CD015705	38652532
CD015705	38653161
CD015705	38653290
CD015705	38653659
CD015705	38653911
CD015705	38654311
CD015705	38654333
CD015705	38654786
CD015705	38654974
CD015705	38655932
CD015705	38656047
CD015705	38656261
CD015705	38656403
CD015705	38656566
CD015705	38656778
CD015705	38657115
CD015705	38657238
CD015705	38657439
CD015705	38658047
CD015705	38658130
CD015705	38658266
CD015705	38658881
CD015705	38658888
CD015705	38658976
CD015705	38659017
CD015705	38659146
CD015705	38659211
CD015705	38659914
CD015705	38661447
CD015705	38661543
CD015705	38661564
CD015705	38662919
CD015705	38663011
CD015705	38663904
CD015705	38664903
CD015705	38664990
CD015705	38665043
CD015705	38665885
CD015705	38665886
CD015705	38666210
CD015705	38666277
CD015705	38667591
CD015705	38669066
CD015705	38669106
CD015705	38669122
CD015705	38669133
CD015705	38669220
CD015705	38669298
CD015705	38669589
CD015705	38670495
CD015705	38671473
CD015705	38671505
CD015705	38671508
CD015705	38671670
CD015705	38672968
CD015705	38673341
CD015705	38676990
CD015705	38678191
CD015705	38679189
CD015705	38679722
CD015705	38679733
CD015705	38679777
CD015705	38679925
CD015705	38681328
CD015705	38681408
CD015705	38681409
CD015705	38681428
CD015705	38681755
CD015705	38682508
CD015705	38683059
CD015705	38683351
CD015705	38683655
CD015705	38683660
CD015705	38683836
CD015705	38684079
CD015705	38684251
CD015705	38684593
CD015705	38685288
CD015705	38685504
CD015705	38685702
CD015705	38685754
CD015705	38685912
CD015705	38686687
CD015705	38686881
CD015705	38687587
CD015705	38687591
CD015705	38687764
CD015705	38687989
CD015705	38688088
CD015705	38688183
CD015705	38688522
CD015705	38688803
CD015705	38689615
CD015705	38689616
CD015705	38690472
CD015705	38690834
CD015705	38691415
CD015705	38692615
CD015705	38693040
CD015705	38693517
CD015705	38693686
CD015705	38693690
CD015705	38693772
CD015705	38694232
CD015705	38694302
CD015705	38694680
CD015705	38694685
CD015705	38695338
CD015705	38696232
CD015705	38696775
CD015705	38696948
CD015705	38697362
CD015705	38698404
CD015705	38698571
CD015705	38698827
CD015705	38698833
CD015705	38700226
CD015705	38700253
CD015705	38700632
CD015705	38701246
CD015705	38702212
CD015705	38702474
CD015705	38702692
CD015705	38703278
CD015705	38704119
CD015705	38704571
CD015705	38704911
CD015705	38704959
CD015705	38706716
CD015705	38706749
CD015705	38706763
CD015705	38707555
CD015705	38708186
CD015705	38708873
CD015705	38709900
CD015705	38710048
CD015705	38710135
CD015705	38710861
CD015705	38711070
CD015705	38711101
CD015705	38711351
CD015705	38711401
CD015705	38712020
CD015705	38712037
CD015705	38712297
CD015705	38712619
CD015705	38713024
CD015705	38713506
CD015705	38713566
CD015705	38714006
CD015705	38714007
CD015705	38714018
CD015705	38714104
